review,sentiment
"Though derivative, ""Labyrinth"" still stands as the highlight of the mid-half of the six-year-old show. Finally a story allows Welling to show how he has grown as an actor. It's not easy playing a character that is the embodiment of ""truth, justice, and the American way"" on a weekly basis with very little variation. His performance, permitting him to show how one might react if he/she discovers that all that he knew may be a lie, was quite believable.<br /><br />Welling rose to the occasion marvelously.<br /><br />As always, Michael Rosenbaum, as the ""handicapped"" Lex, delivered, as did Kristen Kreuk as a too-sweet-to-be-believed Lana. Allison Mack, the ever-present Chloe, also scored as a slightly ""off-her-rocker"" version.<br /><br />The use of an annoying hum in the background added to the tone of the installment and made for an engaging drama.",positive
"<br /><br />""step aside for hollywood veterans?"" (the wayan brothers were 'asked') thats what hollyweird demanded and thats what it got. However, like so many of its recent decisions this one was a stupendous mistake.<br /><br />The director is SO out of touch with todays audience, attempting to bring back physical pratfalls and gags in place of funny dialogue is just a DISASTER. I knew it, the audience knew it and the CAST knew it.<br /><br />What a shame, why did they EVER consider changing directors? Not only that but the two Wayan brothers played as two of four primary characters, without them its just a farce and a sad one.<br /><br />SP<br /><br />",negative
"Over the years I've watched this movie many times from seeing it on ""HBO"" and I now own a copy on DVD. I must say it's very memorable and entertaining in the meantime it's interesting and educational too. As any TV fan can relate to the time of the early 90's when the time came up to replace Johhny Carson the TV living legend of ""The Tonight Show"" who's it gonna be Jay or Dave? This original film from HBO ""The Late Shift"" stays true to form and depicts the real events very well showing the behind the scenes battle between networks heads of NBC and CBS and even ABC they were all fighting for the services of Jay and Dave. The acting makes it seem real as very little actual TV footage is shown with real life people as the actors portraying Leno and Letterman make it seem so real. I haven't read the Bill Carter book so I don't know if it stayed true to the pages, but I have highly enjoyed this film over the years. From the moment when it starts showing CBS entertainment heads watching Leno sub for Johhny and they decide they want to get in on the late night game. Yet when Carson announces his unexpected retirement NBC wants to stay loyal with Leno yet conflict arrives when Letterman wants a crack at the slot at 11:30 too. It was fun to watch the wacky meeting with Michael Ovitz(Treat Williams)who makes all networks want to consider Letterman for a show. It was interesting to see the scene of Johhny telling Letterman by phone in a direct way to walk from NBC and consider CBS. And by the way Rich Little was terrific as Johhny Carson his portrayal couldn't be matched. And plenty of tense moments were provided by showing the bickering and firing of Leno's talent manager Helen which NBC heads pressured him to do. Overall great film that showed what TV is really like and it proves that networks are power and money hungry while showing that's it's a cutthroat business. Clearly there's no business like show business. Great work from HBO very memorable and a watch anytime it showed the true story of the late night wars.",positive
"I enjoyed the previous Ittenbach movie that I'd seen, ""Burning Moon"". But while that movie was rather grim and nasty, ""Premutos"" seems to mostly play it for laughs. While its admirable how Ittenbach made this movie with no money in his spare time (and the DVD documentary is worthwhile to see this), I found myself constantly battling not to fast-forward to the next gore scene. Sure, there's gore, and if that's all you want then go ahead and enjoy. But be warned: there's an inordinate amount of lame comedy and tedious story exposition. Many are comparing this to Peter Jackson's movies, especially ""Braindead"". But looking at what Jackson did on a similar budget in ""Bad Taste"", it's clear Ittenbach is lacking one thing that Jackson has - talent. 3/10 (for pretty good and plentiful gore effects, and for getting the most out of limited resources - but not worth the money I paid for it)",negative
"First, before reading further, you must understand that I'm not neo-nazi, I'm just trying to understand correctly Hitler to be sure nobody like him take power again.<br /><br />I've seen this series and found it awful. I mean, OK, it's interesting to look, but is it real? I searched for answers and found one: absolutely not. First, Hitler wasn't angry all his life, the series shows an angry Hitler, even when he is a child. Second, Hitler never wanted to abuse his daughter, in fact, it is highly probable that Hitler, in reality, was gay and fought all his life to choke this secret. Third, people will hate me but it's true: Hitler was charming. How do you think he managed to get to power if he was so hateful and ugly? Because he was charming. That's a common point I found in the interviews of people who live near or far of him (of course, not Jews).<br /><br />This series was awful because if you think that Hitler was just an angry bastard, ugly, and of course, not charming at all, you're wrong. If you think that, you will let people like him take power in countries and you don't want that. If you really understand how Hitler managed to get into power, and stop thinking he was just awful, you'll be able to find dangerous politicians like him (of course, remember he was elected) and stop theme before it's too late.<br /><br />Life is important to protect, this series is just awful to show us the truth, if we continue to see Hitler like that, another one will take place exactly as the first did.",negative
"Definitely a very good idea,screenplay was just OK.Could have been better,The positives are that it doesn't bore you if you're an adventure lover,A new idea about the lost world of Atlantis.Negatives are that I personally feel that this idea had so much more potential than this.They should've ended up with a better adventure than this.It wasn't bad at all but it would have been much better with some more runtime.Enjoyed it a lot though,Cant say that it was boring or wasn't good..A good one for the people who like adventure animations like Sindbad,like The road to el Dorado.This movie is also recommended for people looking for a nice little adventure with a very nice happy ending.",positive
"Recap: A band of five young American men, all that is left of a platoon hit hard during the Ardenne offensive during the WWII get the assignment as a forward outpost and to look for enemy activity. They're in really bad condition, both physically and mentally, and think they have struck gold when their outpost is in an abandoned but once plush mansion full with food. But after a while there is some enemy activity, and it is very odd. Not hostile, but odd. It seems like there is a German squad out there, in equally bad condition, that want nothing more than to surrender.<br /><br />Comments: Based on a novel and my guess that the novel is much better but the story doesn't seem to translate very well to the big screen. Indeed it is a different war movie, much more about the mental pressure during wartimes than fighting and battles. But I can almost feel that scenes that must have been full of suspense, full of uncertainties and unknown elements, just fall flat in the movie. It is not suspenseful, just different and in many ways absurd. Many times people just act insane, and the reasons are unclear or at best hinted at.<br /><br />So when this mental pressure fails to come through, the main building piece of the entire story, I thought the story fell through. It wasn't good, it wasn't interesting, it didn't keep me on the edge and it didn't really send a message. Actually it did nothing.<br /><br />The cast is interesting, many young actors that then turned into stars in beginning of their careers. The acting is good, but not stellar, and a few characters also fell through into the absurd zone. Much of that too I feel is due to that this story, these characters need the time, space and pace given in a novel, that they can't be given here. And going halfway definitely isn't good enough.<br /><br />4/10",negative
"In the same way Lamberto Bava was a substandard facsimilie of his father, Mario (who was an extremely overrated director anyway), Michele Soavi is a substandard director in the Dario Argento mold. ""The Church"" has at least one thing to recommend it--the incredibly detailed art direction--but absolutely nothing else. The film is long-winded, filled with one-dimensional characters, and almost put me to sleep several times. There's a fine line between 'art' and 'pretentious crap,' and while ""The Church"" isn't completely worthless, you'd be better off watching something else.<br /><br />3/10",negative
"The whole point of making this film, one of the earliest and best international color releases of cinematic opera, was to make it more accessible to the masses. And it succeeded admirably in doing so. The general public would not sit still for a love story about two young exotic lovers in ancient Egypt if played by the typical 300 pound over 40 tenor and soprano with the vocal equipment to sing the glorious music properly. Hence the visual substitution of the beautiful principals (a young Loren, handsome Della Marra, and a slinky Ms. Maxwell)who make the story much more believable, giving those not familiar with the plot or the music a better chance at being wooed into the lovely arias who otherwise might not be. Altogether, an enchanting introduction to one of Verdi's great works. I remember seeing this when I was in junior high school and it certainly awakened my interest in opera, a form with which I was then not well acquainted. I still regard this film fondly and would recommend it highly to those who might appreciate the great music accompanied by better than average visuals. Luciano Della Marra was a standout as Radames, and unfortunately for audiences did not appear in any other films.",positive
"I was prepared for a bad movie, and a bad movie it is, so I guess I shouldn't complain. Twentysomething Tom (gay poster boy Robert Stadlober) has so many issues he doesn't know if he's coming or going. I wouldn't have stayed but for the pretty girls: Serious Mavie (Anna Brüggemann); no-nonsense Angie (Emma Daubas); Sarah Baumann as the star of the movie within the movie. And then there's Tom's soul mate, wild-eyed Margarete (Jana Pallaske). She reminds me of Béatrice Dalle and Gina Gershon. If you've got to remember, these are fine memories. She looks good even in the most ridiculous outfits, and I mean ridiculous, even by Berlin standards. I wonder whether I'd have liked this movie when I was the characters' age. My guess is I wouldn't. Watch out for indie idols Oli Schulz and Max Schröder of ""Der Hund Marie"" performing as street musicians, feeling no pain.",negative
This is a good example a film that in spite of the low rating is more than worth watching. The story is engaging and it doesn't take long before the chemistry between Nicole Kidman and Ben Chaplin grabs your attention. The acting is first class and the characters are represented well. Sometimes it feels like the director couldn't decide himself between drama and romantic comedy. Ben Chiller's portrayal of the law abiding and shy Englishman with porn S.M. magazines hidden in the bedroom creates plenty of moments for laughs! As does the look in Nicole Kidman's eyes when she is offering John his first taste of intimacy in a long time... Other times the actors and especially Nicole Kidman give this comedy quite expertly a dramatic slant.,positive
"The numbers don't lie, 109 people have voted for this film. That says a great deal about the standing of one of the most intuitively insightful comedians of the late 20th century. And for those of you who know the work of Bill Hicks, if he were alive today, imagine what he would have to say about the boy president from his home state? That his short career remains unrecognized is a sad situation and this film, or rather these two films explain why. First, you see how his talent was obvious from the start, again and again, those who knew Bill Hicks always say he was not only funny, he was also unique. The film also shows how the quality of his material was too challenging for many in the entertainment industry. His drinking also contributed to his career problems, but that is less evident in this film. And then the second film is a complete performance. If you have never seen or heard Bill Hicks, this is a wonderful introduction to the person and his dark but intelligent humor. Especially due to the fact that the topics are now almost 14 years old, yet remain ironically up to date is underlined by the fact that many of the events took place under the first President Bush.<br /><br />Watching them together - first the biography and then the performance - makes you aware of how greatly talented this young man was, how quickly his life passed and how the American media can sometimes act as the great big homogenizer. Let's make sure nothing is too provocative, nothing will be too interesting And the result? Well, as the man himself said, go to sleep America, your government is in control........... In his lifetime, at least in Great Britian this artist was recognized for his talent and was successful there. 11 years after his death, 109 people at IMDb can say something about the film. After you've seen them both, I hope you understand why more people should be listening to Bill Hicks.",positive
"Hilariously obvious ""drama"" about a bunch of high school (I think) kids who enjoy non-stop hip-hop, break dancing, graffiti and trying to become a dj at the Roxy--or something. To be totally honest I was so bored I forgot! Even people who love the music agree this movie is terribly acted and--as a drama--failed dismally. We're supposed to find this kids likable and nice. I found them bland and boring. The one that I REALLY hated was Ramon. He does graffiti on subway trains and this is looked upon as great. Excuse me? He's defacing public property that isn't his to begin with. Also these ""great"" kids tap into the city's electricity so they can hold a big dance party at an abandoned building. Uh huh. So we're supposed to find a bunch of law breakers lovable and fun.<br /><br />I could forgive all that if the music was good but I can't stand hip hop. The songs were--at best--mediocre and they were nonstop! They're ALWAYS playing! It got to the point that I was fast-forwarding through the many endless music numbers. (Cut out the music and you haver a 30 minute movie--maybe) There are a few imaginative numbers--the subway dance fight, a truly funny Santa number and the climatic Roxy show. If you love hip hop here's your movie. But it you're looking for good drama mixed in--forget it. Also HOW did this get a PG rating? There's an incredible amount of swearing in this.",negative
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"I usually don't walk out of a movie, but halfway thru I did. This movie promised something different, but I kept thinking haven't I seen that before? Spoiler Alert! Back in 1, the spaceship crashes and lands on earth, well, all these years later, with a super adult on board no less, this thing still manages to burn up and crash! What, this advanced civilization can't seem to develop landing gear? For an industry that's so liberal, we get to see another Woody Allen movie, no blacks please! Superman runs around saving people, making sure he sticks to Europe and the US, don't go into darkie areas please. Maybe I could stomach this about 30 years ago, but now now.",negative
Another good Stooge short!Christine McIntyre is so lovely and evil and the same time in this one!She is such a great actress!The Stooges are very good and especially Shemp and Larry!This to is a good one to watch around Autumn time!,positive
"This is a fabulous film.<br /><br /> The plot is a good yarn, and is imaginatively told in a series of flashbacks and alternative points of view. What was deliberate, and what was coincidence? Who is in love with who?<br /><br /> You get the chance to put yourselves in the shoes of each of the characters in turn (sometimes literally), and this helps define each character to a satisfying depth.<br /><br /> With a bit of effort following the twists and turns, you can understand each of the characters; and key events in the film are reshot from the point of view of different people.<br /><br /> Take the opportunity if it comes again to your arthouse cinema; it looks good on the big screen.<br /><br /> More than keeping you guessing, the plot twists to such an extent that you just sit and watch what unfolds - I defy anyone to predict!<br /><br /> But more likely you will need more than one viewing - I saw this at the pictures on its original release three times, and it got better each time.<br /><br /> The acting was very good, with a standout performance by Romane Bohringer as Alice torn in three directions by the three other characters in the ensemble.<br /><br /> A classic. The second-best film of the 1990s.",positive
"*** Spoiler in fifth paragraph *** This was an amazingly frank (uh-huh, uh-huh) picture for 1955. Otto Preminger and Carlyle Productions took a chance by making it, the Motion Picture Association of America balked at certifying a film that openly shows a junky jabbing a syringe full of heroin into his arm. Frank Sinatra took a chance both on playing an addicted musician and at falling flat on his face in a role that required at least twice as much acting as he'd ever done. All in all these gambles paid off, the movie is a classic, though it's not perfect.<br /><br />Nelson Algren's novel may be great, but it has far too much going on to fit comfortably into a two hour movie 'The Man with the Golden Arm' is 119 minutes and often feels much longer. However, in my opinion it's not just Frankie Machine (Sinatra) that makes the film but the other characters and their sub-plots, all involving Frankie. Ultimately it's not just Frankie who has the addiction, everyone and everything seems to be dependent on him and he feels it keenly. When the pressure gets to be too much the drums start pounding on the soundtrack and Frankie steps across the street with his well-dressed ""friend"" Louie.<br /><br />It's an exaggeration to say that Frank Sinatra's music career was ever really in the doldrums, but in the early 50's he was in limbo between his days touring with big bands and the Las Vegas era. 'From Here to Eternity' established him as a serious actor and his career as a singer rebounded as well, but 'The Man with the Golden Arm' was still a significant challenge, the whole show sinks or swims with his performance. He pulls it off with such skill that for several minutes at a time I forgot I was watching Frank Sinatra, he must have known junky musicians and exploited that knowledge to the utmost.<br /><br />Set side by side with Billy Wilder's masterpiece 'The Lost Weekend' there is more emphasis on the sociological causes of addiction in 'The Man with the Golden Arm.' Whereas Don Birnem (Ray Milland in 'The Lost Weekend') seems to struggle mostly against himself, Frankie Machine is beset by external forces and he takes refuge in the needle. Neither approach is wholly right or wrong, mostly because addiction is impossible to fully explain, but it seems like this film might have benefited from a little more insight into Frankie's internal struggle.<br /><br />*** Spoiler *** One of the problems I have with this film is the clichéd reliance on ""quitting cold turkey."" I realize that 'The Man with the Golden Arm' was probably setting the trend rather than following it but that doesn't make it any better. In the beginning of the movie Frankie has to all appearances kicked his habit with the help of a doctor and a treatment facility of some sort. Naturally the drama of the film requires that he backslide, but I found the All-American ideal that a man has to face his problems alone (or maybe with the help of a good woman) out of place here. Going cold turkey and riding off into the sunset with Kim Novak seemed too unrealistic. The end of 'The Lost Weekend' was similar but in my opinion was a little less rosy.",positive
"I've watched a lot of television in my 51 years, but I've never had so much fun week after week, as I had watching Oz. The acting by the entire cast was excellent. The writing was just perfect, with every character remaining consistent throughout the six year run. I also enjoyed the mayhem and the ultra-violence. It may sound odd, but it was at times, comical finding out how one of the characters would eventually end up dead. I particularly enjoyed the true romance and love between Beecher and Keller. Those two men really knew how to throw down, in every way possible. I truly hope that HBO will continue to show us re-runs of this great show FOREVER! I've watched every episode at least 4 times yet I still look forward to Tuesday and Thursday nights at 11 p.m. for an episode of this fun and very entertaining show.",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"It takes patience to get through David Lynch's eccentric, but-- for a change-- life-affirming chronicle of Alvin Straight's journey, but stick with it. Though it moves as slow as Straight's John Deere, when he meets the kind strangers along his pilgrimage we learn much about the isolation of aging, the painful regrets and secrets, and ultimately the power of family and reconciliation. Richard Farnsworth caps his career with the year's most genuine performance, sad and poetic, flinty and caring. And Sissy Spacek matches him as his ""slow"" daughter Rose who pines over her own private loss while caring for dad. Rarely has a modern film preached so positively about family.",positive
"Just to clarify, Matthew Poncelet wasn't a real person, but a character combination of 2 killers who were BOTH convicted and sentenced to die for a murder of two teenagers.<br /><br />I read the User Comments and they react as if Matthew was real. The character is based on a mixture of two killers, Elmo Patrick Sonnier and Robert Lee Willie (who murdered separate people) and the murder itself was based on the one Willie committed. The conflict of both Willie having someone else present and both parties swearing the other did the killing is worked into the story as well.<br /><br />Prejean's approach is unique in that she not only is ministering to the convicts as they wait for their death and aiding them in taking responsibility for their actions, she also reaches out to the victims' families, to help them know that the convict did, indeed feel remorse for what they did-effectively aiding both parties.<br /><br />Everyone posting here seems to have strong beliefs on the Death Sentence. It's not my place to say it's right or wrong-in theory punishing death with death makes some sort of Karmic sense, however denying a person their freedom for the rest of their days, although costly, makes more sense to me-being stuck in a small room 23/7 (with one hour of exercise)for the rest of their days to be reminded of the cruel thing they did seem a more apt punishment-they are technically alive, but denied living. Say someone killed someone so they could get out of the responsibility the person they killed required (like Susan Smith killing her poor kids by shoving her car into a lake). I find it fittingly ironic that they would not get that ""freedom"" they craved and would now have to spend the rest of their days imprisoned.<br /><br />Prejean's point comes through the story very well. She has my respect-she manages to find that balance-she isn't supporting a killer, she is guiding them to accepting what they did. If they didn't feel some kind of remorse, they wouldn't be asking for spiritual guidance.<br /><br />Ona final note, when Poncelet apologizes to Delacroix parent for killing his son, the parents of the girl who was also murdered mutters something about why he didn't apologize for her death. I think the point was that throughout the movie, Poncelet denies killing both kids. There is doubt in Prejean's mind he did both killings-there is a friend who was sentenced but not to death-my thought is that Poncelet killed the Delacroix boy and the other man murdered the girl-hence Poncelet was taking responsibility for what he did. Had he been responsible for the girl's death, he probably would have apologized for that as well.",positive
"Awwww....yes, it is heartwarming and all that some unlucky family gets adopted by ABC/Sears and has their home ""renovated."" That's where the humanistic appeal ends. I liked it early in its run, but now this show has become disgustingly excessive.<br /><br />Ten needy families could be given relatively luxurious homes with lots of goodies for every one family that each episode of this show splurges on. The people at Habitat For Humanity must be shaking their heads in disbelief. For example, is it necessary for a healthy sixteen year old boy to have a jacuzzi in his bedroom, or have his bed tricked-out with ""Low Rider"" hydraulics? Does the mom really need her dilapidated, non-running and rusted out old pick-up truck restored and ""pimped"" by some of the best customizers in California? A new one would have done the job quite nicely, and probably for a third of the price. Do people really need a sixty-five inch plasma screen in every room of the house? And then there's the issue of who pays the increased property taxes and utility bills. Even after the zaniacs at ""Makeover"" leave, somebody still has earn a living. I doubt the friendly folks down at Social Services will see the humor in all of this largess.<br /><br />This show is nothing more than a ratings grabber for ABC, and a tacit commercial for its sponsors.",negative
"I am so insulted by this movie, it's not even funny... And I thought ""Mulan"" was unbelievable! However low my expectations of Disney have become, I never figured they'd do something so stereotypical yet so off. There is no respect here for any true Chinese culture, just the Hollywood tradition of random martial arts.<br /><br />I appreciate that they tried to make Wendy into a normal teenage girl... But, fortunately, most normal teenage girls--particularly Asian teenage girls--are much less obsessed with such shallow aspects of life. And from a cultural stand point, it's almost impossible. Yes, there are girls who are wrapped up in popularity and fashion, but they're pretty rare. And even the ones who are are still fairly decent scholars. Another stereotype, maybe, but a fairly true one. Because that's how Chinese parents work. That's how Chinese values work. If they wanted to go for authenticity, they would've made Wendy an ironic girl with glasses and a love-hate relationship with her family.<br /><br />This just adds to my frustration with American movies. Asian culture isn't about meditation and vague, nature-oriented phrases that sound wise. We don't walk around smiling enigmatically all the time, and we don't all know some form of martial arts. We're a PEOPLE, and I'd appreciate it if someone would write an Asian part that doesn't portray us as some sad caricature.",negative
"""Cat In The Brain"" is a series of extremely violent sequences knitted together by a plot that feels more like an overview, describing director Lucio Fulci's most notorious years of film-making. The movie could also be seen as a dark comedy of sorts, effectively spoofing the various claims that violent cinema causes violence in real life. Fulci goes further than that, he casts himself as the star, the central figure of the film thus showing the audience who is the man behind all the cinematic gore. ""Cat in The Brain"" is not about presenting a clear story and following it. Instead it pokes fun at some of the clichés that have been surrounding the horror genre for years.<br /><br />Lucio Fulci plays himself as a horror director struggling to keep his humanity intact. Years of violent film making have finally began to reach him. It starts slowly, steaks and meat in general begin to disgust him, his colleagues assure Fulci that all he needs is some rest. But that doesn't help and soon the grotesque ideas for his movies begin to overwhelm his daily thoughts. In an attempt to find a cure for his dangerously maddening mental state Lucio starts going to the local psychiatrist. Unfortunately that does more wrong than good and Fulci is thrown into an even bigger mess, as the psychiatrist turns out to be a psychopath, who mimics the murders from Fulci's films in real life.<br /><br />The film retains all the trademarks of Italian splatter cinema, good or bad they are all here. So any comments about the acting or the technical aspects and budget constrains are quite irrelevant as to the quality of the film. It is a visual experience, no doubts about it. Fulci throws in an incredible amount of violence easily surpassing pretty much everything he's made. Amputated by chainsaw limbs, cannibalism, child murder, decapitation, these are just some of the many grotesque acts witnessed in ""Cat In The Brain"". Some of them are obviously recycled from a few the director's less profile movies but they don't stand out of the context, and actually feel quite at home here. As I noted before the movie exists much better as a satire of the genre rather than a serious piece. The way some of the violence is presented does help establish that idea. Such sequences shortly after climax are rejected by the reality in the film, as they are revealed to be actually scenes inside a movie that Fulci's character is directing. This sort of ""film in film"" presentation lessens somewhat the impact of the gore. But in no way does it make it an easy to watch film. Oh no this is far beyond and above the levels of gore found in mainstream horror, and gorehounds will in no doubt be satisfied with that fact.<br /><br />Lucio Fulci was a very polarized figure. People either hate his work or love it. ""Cat in the Brain"" won't convince any of Fulci's detractors in the opposite but it is nevertheless an interesting part of his filmography. One that fans should really check out.",positive
"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",negative
"Back in 1994, I had a really lengthy vacation around the Fourth of July - something like 17 days off in a row what with two weeks paid vacation, weekends and the holiday itself. I stayed in town during that time, hanging out at my parents' house a lot.<br /><br />I didn't have a TV in my apartment so I used to watch my parents' tube. I had just finished watching a segment of the X Files when a program came on called Personal FX. I was hooked instantly. I had always been fascinated with items in our home that had come from my parents' family homes and through inheritances from relatives' estates, and often wondered about their history, value, etc.<br /><br />After my long vacation, I used to go to my folks' house on my lunch-hours just to catch Personal FX.<br /><br />I can remember one episode during which co-host Claire Carter announced that the New York apartment in which the series was filmed was being renovated and that once said renovations were complete that Personl FX would return to the air.<br /><br />It never did! Personal FX was the first -and best - of the collectible shows. And it vanished from the air! Almost fifteen years later, I'm still sore.<br /><br />Way to go, FX.",positive
"So we saw this on DVD at our apartment here in Paris. We're all here on an exchange program. We all laughed so hard cuz so much of what was going on in the movie happened to us! I mean yeah sure some of it was pretty clichéd but still true, know what I'm saying.<br /><br />I think I related more to the quiet guy (the Italian) than Xavier because I'm more of the observer in our group. Anyway, I wish I had a hot roommate like Cecile de France. She seems like a cool chick in the movie and for real, after I saw her hosting the Cannes Festival last month.<br /><br />Now I'm thinking I wanna go to Barcelona next summer after seeing this movie. I gotta check out the sequel too which just came out here in France.",positive
"Did we all see the same movie??? I can't believe the raves some of the others are giving this really awful bio which, believe or not, was authorized by Shirley Temple herself, based on her book CHILD STAR. Gives me the feeling that some are awfully easy to please.<br /><br />First of all, ASHLEY ROSE ORR, whatever her modest talents are, in no way, shape or form even resembles Shirley Temple enough to be cast as her in this sort of straightforward biography of the world's most famous child star. She gives no indication of why or how this child was so revered except for trying her hardest to do a Shirley impersonation which never clicks on any level. None whatsoever.<br /><br />And that is the major handicap of the whole piece. But as if that isn't bad enough, any drama inherent in Shirley's story of her climb to almost overnight stardom has been completely white-washed with insipid writing peppered with occasional song and dance moments that don't even approximate what Shirley did (as for example, ""The Codfish Ball"" with Buddy Ebsen which was probably the high point of Shirley's choreographed dance routines).<br /><br />Simply putting a girl in a polka dot dress doesn't make her Shirley Temple. None of Shirley's own brand of charm, warmth and appeal is even remotely suggested. All we see on display is a pale imitation of the original proving, once and for all, that there was only one Shirley Temple.<br /><br />It's worthless to write anything further about this mess. None of the others are more than ordinary in lifeless roles. My advice for Shirley's fans is to read her book--or better still--watch her movies.<br /><br />This is the pits.",negative
"Fascinating downer about a would-be male hustler in New York City forced to live in a condemned building with a crippled con-man. Extremely bleak examination of modern-day moral and social decline, extremely well-directed by John Schlesinger (who never topped his work here) and superbly acted by Jon Voight and Dustin Hoffman. Packs quite a punch overall, yet the ""fantasy"" scenes--some of which are played for a chuckle--are mildly intrusive, as is the ""mod"" drug party. The relationship that develops between the two men is sentimental, yet the filmmakers are careful not to get mushy, and this gives the picture an edge it might not have had with a lesser director than Schlesinger. Originally X-rated in 1969, and the winner of the Best Picture Oscar; screenwriter Waldo Salt (who adapted James Leo Herilhy's book) and Schlesinger also won statues. ***1/2 from ****",positive
"I really really love this show! I have always liked the 1990's shows of Space Ghost! This show was hilarious and I can't believe why Cartoon Network's Adult Swim would take such a funny show like this off the air. I hope they put this show on DVD or something. The show is about Brak (from the Space Ghost cartoons, SGCC and Cartoon Planet) who lives his every day life with his Mom and Dad and his best friend who likes to drop in a lot, Zorak! My favorite episodes were the one where Zorak gets this really good singing voice and then his voice doesn't give him any money that Zorak made from singing at all. Another episode I like is the one where Brak and Zorak didn't finish their homework and then they go back from Sunday to Friday and they just goof off and then they go back to the day homework was invented and then when they go back to the present homework didn't exist! Another episode I like is the one where Brak's Dad and their next door neighbor, Thundercleese the Robot keep getting into this agrument and then they get eaten by a giant worm. Another episode I liked was the one where Zorak makes a bully stand and then some new guy took over his stand. I also like a lot of the other episodes! One thing that never fails to make me laugh is when Zorak is getting beaten up, blasted and zapped!",positive
"This movie is very much like ""Flashdance"", you know that dance flick with Jennifer Beals. That film is probably the most boring film I have ever seen since it's not even bad enough to be funny. ""G.I. Jane"" is much better than that film, but that doesn't say much. Here Demi Moore sweats a lot and there's high music and we get to see her fight and everything, but it is certainly not very engaging. I really think the idea behind the film is kind of interesting, but the script is too clichéd and Ridley Scott can't do anything about that. Well, like I said... It's better than ""Flashdance""... (4/10)",negative
"Susan Slept Here turned out to be Dick Powell's swan song as a performer on the big screen. Of course he directed some more films and appeared frequently on television until he died. It's a pity he didn't go out with his performance in The Bad and the Beautiful.<br /><br />Frank Tashlin has done so many better films, I'm still not sure whatever possessed him to do this one. The premise is absolutely laughable. <br /><br />Dick Powell is a screenwriter who's looking to do more serious stuff than the fluff he's been writing. He had an idea for a film on juvenile delinquency so two friendly cops in Herb Vigran and Horace McMahon deposit 17 year old Debbie Reynolds on his doorstep. She's not a really bad kid and they don't want to put her in the system. So they give her to Dick Powell at Christmas time.<br /><br />I mean is there anyone out there who doesn't see a problem? The term jailbait comes immediately to mind. Additionally Powell has a girlfriend, the young and sexy Anne Francis. Why Debbie Reynolds is any competition here is beyond me.<br /><br />Susan Slept Here got one Oscar nomination. The song Hold My Hand, sung by Don Cornell in the background, was nominated for best song, but lost to Secret Love. <br /><br />Powell and Reynolds do have some funny moments together and Alvy Moore as Powell's factotum and Les Tremayne as his lawyer also get a few laughs. <br /><br />But it's not enough.",negative
